t_otps,z_otps
15-Sep-2020 21:03:00,0.509989822115838
15-Sep-2020 22:03:00,0.567386546836265
15-Sep-2020 23:03:00,0.554680064762814
16-Sep-2020 00:03:00,0.469177692108377
16-Sep-2020 01:03:00,0.322800299539865
16-Sep-2020 02:03:00,0.139573240728189
16-Sep-2020 03:03:00,-0.0498427327465755
16-Sep-2020 04:03:00,-0.214974608143169
16-Sep-2020 05:03:00,-0.331991892611454
16-Sep-2020 06:03:00,-0.388430935595979
16-Sep-2020 07:03:00,-0.385309891070692
16-Sep-2020 08:03:00,-0.33620065089572
16-Sep-2020 09:03:00,-0.263330389391866
16-Sep-2020 10:03:00,-0.191472943883074
16-Sep-2020 11:03:00,-0.141132375714654
16-Sep-2020 12:03:00,-0.122941225157937
16-Sep-2020 13:03:00,-0.134953826916179
16-Sep-2020 14:03:00,-0.16361501464734
16-Sep-2020 15:03:00,-0.188016651078598
16-Sep-2020 16:03:00,-0.186128080250491
16-Sep-2020 17:03:00,-0.141296569720388
16-Sep-2020 18:03:00,-0.0474206312516962
16-Sep-2020 19:03:00,0.0884132817013761
16-Sep-2020 20:03:00,0.246522761630972
16-Sep-2020 21:03:00,0.398498375995716
16-Sep-2020 22:03:00,0.513615318690836
16-Sep-2020 23:03:00,0.566279207170946
17-Sep-2020 00:03:00,0.542543513902443
17-Sep-2020 01:03:00,0.443882072151467
17-Sep-2020 02:03:00,0.28716423329993
17-Sep-2020 03:03:00,0.100872169665952
17-Sep-2020 04:03:00,-0.0814005669984776
17-Sep-2020 05:03:00,-0.228523812937507
17-Sep-2020 06:03:00,-0.31868720033354
17-Sep-2020 07:03:00,-0.343970510837408
17-Sep-2020 08:03:00,-0.311558798333867
17-Sep-2020 09:03:00,-0.241262438829524
17-Sep-2020 10:03:00,-0.159894155472037
17-Sep-2020 11:03:00,-0.0939183252941914
17-Sep-2020 12:03:00,-0.0623275239173653
17-Sep-2020 13:03:00,-0.0716742736728013
17-Sep-2020 14:03:00,-0.114567836059813
17-Sep-2020 15:03:00,-0.171961805871874
17-Sep-2020 16:03:00,-0.218551820055867
17-Sep-2020 17:03:00,-0.229854938340516
17-Sep-2020 18:03:00,-0.189181089082056
